H2,phi,T(K),COe,UHCe,NOXe,CO2e,CO2p
,1.0999999999999999,2209.286927063589,26130.561518048282,3.776227251336199e-15,490.13395391279903,75361.68726450947,0.0015064658057999752
,1.2,2135.306320196199,45189.36171138384,1.0101221895099508e-13,116.08509961347121,62649.64635390606,0.0012523545239421319
,1.3,2056.051280793629,60873.494004363565,9.956093527789113e-13,32.25742312264041,52918.31317707381,0.0010578270231937706
,1.4,1978.5168553971534,73599.41934683433,6.001268476471816e-12,9.784443252971982,45827.182214114546,0.0009160766629257836
,1.5,1903.5270959875395,84144.59785484627,2.744090275074688e-11,3.0918943377996753,40630.179128634976,0.0008121895589463727
,1.5999999999999999,1831.0685276901097,93102.9388768022,1.0611403194680057e-10,0.990044977686739,36756.517867577044,0.0007347558065337732
,1.7,1760.9942090491315,100883.28482539083,3.6947146173306845e-10,0.3154665144000571,33817.12454414947,0.0006759978926351847
,1.8,1693.1512050247338,107762.57322081972,1.2050328955372403e-09,0.09873718526067359,31552.634783437257,0.0006307311726887001
,1.9,1627.4020648607732,113930.74635523239,3.781573949579531e-09,0.030049529696543998,29788.920234918543,0.0005954748540607777
,2.0,1563.625027089651,119521.23577150732,1.1641667085250694e-08,0.00881666520824299,28406.85327512577,0.0005678475981987099
CH2O,phi,T(K),COe,UHCe,NOXe,CO2e,CO2p
17.543258880597676
,0.1,656.3898040611045,5.245170885716801e-14,3.0178859909208587e-44,0.2759383251981532,20576.133609872963,0.0011728797796303145
,0.2,968.0391483166072,1.989599377719787e-06,3.707310722731857e-30,19.93071990204057,40322.60297362833,0.0022984670777573676
,0.3,1242.067238938464,0.007239518912543752,1.6617359070915252e-23,213.68216157159156,59288.5473622207,0.0033795629287436484
,0.4,1487.3725468565692,0.920748980170909,1.4948867362357977e-19,828.4051660857099,77517.47132318783,0.004418647176718109
,0.5,1708.1548465404712,23.371313137466093,6.746207282054318e-17,1917.6696804553492,95024.4229861566,0.005416577594442888
,0.6,1905.9193880354005,239.39607869154614,5.6175447748542154e-15,3256.039354274924,111650.75580942798,0.0063643110193688365
,0.7,2077.80155762037,1361.1359484984996,1.5624113312674207e-13,4419.157681847857,126641.91394005602,0.0072188362950123385
,0.7999999999999999,2216.072409353929,4961.101594617943,1.908012857553809e-12,4956.093298415519,138293.9853247455,0.007883027108360953
,0.8999999999999999,2314.1610339515037,12660.580825300023,1.2132480079553392e-11,4685.3075103568135,144820.76163008888,0.00825506609779648
,0.9999999999999999,2372.787068067132,24829.344379536728,4.7914034866258365e-11,3806.521782916166,145766.596544445,0.008308980534150271
,1.0999999999999999,2396.962161183481,40704.88300509931,1.374140136029953e-10,2690.880421105106,141895.72298991427,0.008088333185737042
,1.2,2392.8368963194234,58963.865993638225,3.160935132355257e-10,1683.07205920305,134589.73023531982,0.007671877337691918
,1.3,2368.710622945438,77967.56966392943,6.143876659402787e-10,970.1480314625076,125611.34286374325,0.007160091732025095
,1.4,2333.627975155822,96324.33977171476,1.044476697360467e-09,542.2549514152515,116512.91366200437,0.006641463507721716
,1.5,2294.0202549867054,113326.64193765815,1.6017337975800399e-09,303.97492063270704,108137.19774217183,0.006164031351197146
,1.5999999999999999,2253.257767294745,128797.47474915729,2.2733510907662806e-09,173.31751010421132,100753.9774037482,0.005743173380128312
,1.7,2212.8792780344565,142803.3057952742,3.043865926230019e-09,100.87867136022801,94360.67198783482,0.0053787424919206385
,1.8,2173.550214198422,155491.40752513648,3.897662624249127e-09,59.91436521853205,88857.78020693254,0.005065066918963763
,1.9,2135.5399476505,167022.5224644089,4.820142390615052e-09,36.24935666185843,84123.05379239179,0.004795178271320467
,2.0,2098.936356756986,177546.3960355482,5.79825953100833e-09,22.297808562142347,80039.29637406176,0.004562396127129084
CH3OH,phi,T(K),COe,UHCe,NOXe,CO2e,CO2p
21.104193770911817
,0.1,606.7792325210647,4.993910304610665e-16,2.929724839741267e-65,0.1350503308317324,13717.421926946843,0.0006499855941359742
,0.2,879.8404517389605,3.912859521385484e-08,2.546466890656493e-46,6.765657630945453,26881.730399747637,0.0012737624896526053
,0.3,1121.6826738011066,0.00025773574109302303,4.236955256470221e-37,83.40266459790186,39525.71730073963,0.0018728844953659607
,0.4,1339.5548497308314,0.050031529157930375,1.5863661338423352e-31,367.7597714239969,51679.41182039758,0.002448774512847204
,0.5,1537.1671124034192,1.7364002450207388,9.747256996133374e-28,941.0221805223849,63367.992469799334,0.003002625599331838
,0.6,1716.8776753188688,22.905506098285215,5.934264728883164e-25,1737.0433861450276,74595.03406169545,0.003534607143557919
,0.7,1879.727135926922,166.99312405995443,8.806224889856466e-23,2551.7193460586127,85268.12000867618,0.004040340082841844
,0.7999999999999999,2024.4084627614816,827.3675031963126,5.314283931288796e-21,3077.7624850070533,94981.12942199354,0.004500580806498624
,0.8999999999999999,2144.4865907022463,3152.274753169303,1.830034033514668e-19,2943.9766628804605,102515.04701284664,0.004857567558640617
,0.9999999999999999,2220.337446238094,10006.50166614716,4.849183348259799e-18,1898.5549911901655,104783.27588841856,0.004965045195559316
,1.0999999999999999,2215.426267086141,25023.986674316886,9.623319638895051e-17,668.1542341411636,97725.20300234444,0.0046306058437086735
,1.2,2157.9441650351373,42767.257133881234,7.726513865326946e-16,201.0982918925617,86974.51459150529,0.004121195793386971
,1.3,2092.1631622787804,58323.77761841213,3.1780055906410688e-15,68.12138312350295,77869.50600209691,0.0036897645485716424
,1.4,2027.445168598389,71425.54097494966,9.162749161584864e-15,25.306167656861405,70802.03850143486,0.0033548800428008876
,1.5,1965.3323580549054,82508.53281402322,2.143742197473903e-14,9.973035030844727,65387.43657458811,0.0030983148318469507
,1.5999999999999999,1906.0313717892755,91995.42490605664,4.382412837875493e-14,4.0843686203494105,61238.686410367394,0.002901730673776009
,1.7,1849.4516353224271,100217.78799168802,8.164642661316068e-14,1.7157397626803066,58053.53490624037,0.002750805623584461
,1.8,1795.4335409430796,107423.92365639513,1.4229366389539726e-13,0.7328822923869576,55609.05081190428,0.0026349763187140064
,1.9,1743.8095131544344,113798.30282009701,2.360094677577792e-13,0.31640860232259044,53743.14008011752,0.0025465621034143644
,2.0,1694.4211414533938,119478.85967852562,3.769797361780861e-13,0.13746699379219743,52337.784376057105,0.0024799708031583256
C2H2,phi,T(K),COe,UHCe,NOXe,CO2e,CO2p
48.277033515211926
,0.1,647.4750652585413,2.068942067321212e-14,9.311164958709951e-101,0.2476169833520056,16736.403263348297,0.00034667422674333775
,0.2,964.5992361608446,1.427474300335584e-06,2.7437287909868087e-66,19.825477806335858,33333.35257309275,0.0006904598345420194
,0.3,1254.7167402534494,0.0078119190358803174,8.304120265193655e-50,245.171098358447,49792.55460788228,0.0010313921751673664
,0.4,1524.534879621757,1.3222381553209912,5.954762763901021e-40,1056.8773158013596,66113.59680045837,0.00136946270279068
,0.5,1776.15774888217,41.33588667980742,2.5646692647332306e-33,2650.933232309221,82253.6251891911,0.0017037837497466215
,0.6,2007.7293946107172,488.9717727988909,1.5518440744920044e-28,4771.633281476794,97806.05996569489,0.0020259335100794155
,0.7,2208.65937394907,2936.781429505918,4.894436170156273e-25,6700.519831882966,111038.428965179,0.002300025931174731
,0.7999999999999999,2363.456978398579,10148.270138418335,1.4369073704402016e-22,7670.076815225752,118928.38365499105,0.0024634567411337964
,0.8999999999999999,2470.1854940200333,23201.247374738818,7.343878259481459e-21,7551.950882214755,120215.81720872934,0.0024901243604963787
,0.9999999999999999,2539.6720371623087,40856.12071706799,1.2672876211987278e-19,6700.955715413625,116124.16742753587,0.0024053708144877116
,1.0999999999999999,2582.199366047736,61489.4389135275,1.1608120745598846e-18,5481.630876821132,108317.9429705347,0.002243674374408363
,1.2,2603.9781665824016,83855.66126229383,7.299315879194053e-18,4161.27792815625,98078.88890704949,0.002031584829588694
,1.3,2608.7122057783336,106977.61346837926,3.6265302990623113e-17,2936.529694397033,86413.4842031048,0.001789950167005937
,1.4,2599.5204615896305,129967.69434751193,1.532010051073745e-16,1937.9611363229324,74246.25118723251,0.0015379207416263009
,1.5,2579.937978092043,152027.75015151704,5.70085840460823e-16,1213.0893987243608,62429.152699011494,0.0012931439269013969
,1.5999999999999999,2553.6359947254,172591.53992110482,1.9043294920414182e-15,733.3771157709148,51592.59999968845,0.001068677924948139
,1.7,2523.629720136116,191412.44438324263,5.805541954132341e-15,434.58752999950013,42043.66598921025,0.0008708833772059013
,1.8,2491.93174648033,208508.30249402515,1.6471272708890194e-14,254.40777273711984,33813.45558959576,0.0007004045842821154
,1.9,2459.7063773776117,224043.7748124509,4.45243733822175e-14,147.2386038127864,26774.826020559056,0.0005546079382056977
,2.0,2427.565624650076,238233.64873565812,1.1797488531262537e-13,83.78249147150065,20742.07445806697,0.00042964683096220513
C2H4,phi,T(K),COe,UHCe,NOXe,CO2e,CO2p
47.16496838979685
,0.1,605.0246919941158,4.272023017733746e-16,9.491031772447753e-119,0.134338284735729,13908.206639110122,0.0002948842565559499
,0.2,885.2527413651762,5.0250286798734985e-08,2.8297530094917687e-81,7.476235819279935,27624.320319008635,0.0005856957242228234
,0.3,1141.0282161619687,0.0004392116637059934,6.736958495726774e-63,102.36512222345313,41152.29444167368,0.0008725182237284423
,0.4,1378.369030901963,0.1045951036983125,9.41000998770599e-52,488.18675893200276,54495.66306691285,0.001155426684833777
,0.5,1599.757787894688,4.232303177423219,3.6398551314510976e-44,1327.4943292684268,67652.50466344123,0.001434380366892739
,0.6,1806.168200988219,62.709898988405286,1.3649448587891882e-38,2569.323513683554,80567.75272192287,0.0017082117400369552
,0.7,1995.9760758191746,492.8556149912149,2.806062138833353e-34,3902.473213506265,92896.11198596007,0.0019695997931815892
,0.7999999999999999,2161.935109100934,2449.2433240778796,7.436626781497698e-31,4791.28061962864,103391.77804734334,0.00219213076096771
,0.8999999999999999,2290.367493487813,8281.524540546972,3.826146848231671e-28,4705.439667288948,109514.92952642596,0.002321954901386454
,0.9999999999999999,2368.6402101552603,20254.537341195297,5.534517554228217e-26,3590.5612740237825,108769.76013461968,0.0023061556881727864
,1.0999999999999999,2391.0687713085654,38762.35858265124,3.509877593221761e-24,2048.6592105965206,100587.06805213532,0.0021326648036913607
,1.2,2364.6574413268418,61253.95736702091,1.189555375748526e-22,907.9973313373741,87506.42523263262,0.0018553267015771562
,1.3,2312.6436616881974,83512.05903205423,2.1345508874554366e-21,365.51887190391966,73958.05716183418,0.001568071805976943
,1.4,2252.7592172378904,103404.71811676549,2.2605420839810132e-20,147.76368687383135,62268.829120450304,0.0013202347260328254
,1.5,2191.641239974551,120702.43867104653,1.6415305327056936e-19,61.29597734517043,52760.58733014505,0.001118639302248715
,1.5999999999999999,2131.304844972673,135767.2367099925,9.151574378411032e-19,25.995869073656678,45117.9055191575,0.0009565978110337887
,1.7,2072.322651224092,149042.0327718785,4.23423467234286e-18,11.175760702524668,38928.672084363534,0.0008253725893047547
,1.8,2014.8163223660265,160911.22006168618,1.7169370023743092e-17,4.828810232747245,33832.910212542345,0.0007173313450128673
,1.9,1958.7665429685237,171676.9228157601,6.346660772409e-17,2.081070838155636,29549.56894058146,0.0006265151859398656
,2.0,1904.113921463224,181569.09828096128,2.2030390945524413e-16,0.8885538464161369,25867.55827170383,0.0005484485446469574
C2H6,phi,T(K),COe,UHCe,NOXe,CO2e,CO2p
47.51051781673958
,0.1,582.2264671157119,4.0213518866967154e-17,4.903094095093261e-138,0.097097317813036,11897.680481058369,0.00025042203343164594
,0.2,842.3085944792379,6.049912013310754e-09,7.132681182327855e-97,4.160560554448121,23584.913044330893,0.000496414565198048
,0.3,1079.4740571299615,6.883208729307492e-05,2.3776650117029934e-76,59.196203434986735,35067.236377763424,0.0007380941734423287
,0.4,1299.026598231968,0.019946198275852707,8.45626095135782e-64,298.3225821120577,46349.89012282958,0.000975571141986142
,0.5,1503.5482911085896,0.9368487524425783,3.366644958694321e-55,848.720225399019,57436.43460266654,0.0012089204084075405
,0.6,1694.423552338423,15.648286596167814,7.710597734816642e-49,1706.2162642382953,68315.67736236715,0.001437906394240502
,0.7,1871.8978164196583,137.96632832295867,7.514942255372885e-44,2688.7751415883768,78887.34036767647,0.001660418450330629
,0.7999999999999999,2033.6114086793664,798.1246525982197,9.823051338480833e-40,3434.444522448554,88690.50336618882,0.0018667551405836314
,0.8999999999999999,2170.7170693226753,3422.2213265269374,3.654900504038348e-36,3425.6202263045516,96200.79810704665,0.0020248316063006962
,0.9999999999999999,2258.7377028079813,11631.299557836082,7.761901138790774e-33,2247.1014242847855,97528.4103690104,0.002052775150656173
,1.0999999999999999,2254.5639573857015,29844.877143610393,1.1373923891131623e-29,752.474635107296,87766.05525968027,0.0018472973836702175
,1.2,2188.4587898573186,51399.42044733024,2.702431876399173e-27,200.36445918597758,73739.13712498048,0.0015520592179064751
,1.3,2111.958702705675,70106.71922198396,1.404073374893857e-25,58.63488611940501,62070.847909659766,0.0013064654051779263
,1.4,2035.8800624061123,85676.605803106,3.1831757460481284e-24,18.5124009962629,53167.290117697,0.0011190635792010743
,1.5,1961.914982090865,98753.83575203539,4.4436074066987086e-23,6.086566530868798,46425.05595930684,0.000977153230330605
,1.5999999999999999,1890.2738491746302,109952.18307941538,4.58362375357038e-22,2.0335932341095693,41257.72717868661,0.0008683914441393459
,1.7,1820.8719144883642,119737.46862937062,3.893057334692666e-21,0.6787511685179529,37222.06614539098,0.0007834489678467863
,1.8,1753.5729628290323,128443.72915249989,2.919247842140105e-20,0.2234589648005681,34003.929187603804,0.0007157137145666524
,1.9,1688.2435317164266,136308.761316938,2.0275409174552655e-19,0.07183656737972474,31383.405590767266,0.000660557009961904
,2.0,1624.76214165778,143504.3905543256,1.35072082048632e-18,0.02235726265571232,29204.872318319278,0.000614703304875987
C3H8,phi,T(K),COe,UHCe,NOXe,CO2e,CO2p
46.351729595849086
,0.1,582.7901463736521,4.4699630871832774e-17,1.5399876407428647e-198,0.09795821271769783,12500.000455643556,0.00026967710945489644
,0.2,843.5914906433021,6.759220964029693e-09,1.2604488871744774e-139,4.241318610457674,24793.39615857712,0.0005348968932714311
,0.3,1081.6106426016772,7.69745310297867e-05,3.0144103740949565e-110,60.48677173708271,36885.27155101944,0.0007957690440600648
,0.4,1302.1678564925292,0.022328075200648122,2.8172640889208258e-92,305.15185612898506,48780.431908081,0.0010523972316331732
,0.5,1507.8306103643622,1.0499461487907509,5.8122752707084245e-80,868.954178958546,60481.88276623465,0.0013048462979394614
,0.6,1699.9595616141303,17.55875100535275,7.440037187329866e-71,1748.3853078703096,71976.20550447986,0.0015528267473955387
,0.7,1878.7070574495074,154.8905188334707,1.031651898350665e-63,2756.879976627938,83150.00076726667,0.0017938920832570823
,0.7999999999999999,2041.3848709522242,893.5559817436682,7.857672582292042e-58,3521.5137803311136,93487.09240136329,0.0020169062344921706
,0.8999999999999999,2178.450560246921,3785.39786349586,9.15476999976484e-53,3515.3856331495717,101324.58154063359,0.002185993541645692
,0.9999999999999999,2265.701269130828,12498.437575027992,3.9760220984664157e-48,2344.9423897622423,102710.79500996147,0.0022158999438752222
,1.0999999999999999,2263.8873510158323,31201.511209515495,9.107376308969485e-44,829.2063030501243,92997.4779584351,0.002006343210259909
,1.2,2199.438725665372,53726.151315704024,2.03974755378709e-40,226.42720072195576,78489.10875749067,0.001693337216148231
,1.3,2123.045493341382,73635.58288913679,5.772320087443346e-38,66.52707225511953,66070.86468062358,0.0014254239325416757
,1.4,2046.6543957177769,90373.88029631588,5.11030911574206e-36,20.96535779609579,56429.47155926614,0.0012174188978768881
,1.5,1972.25181457081,104512.53547611613,2.277538248802978e-34,6.865633538654861,49038.71162338737,0.0010579694015944317
,1.5999999999999999,1900.1261602298466,116658.43482794266,6.599103758809036e-33,2.2823438848013566,43320.67988810585,0.0009346076244797847
,1.7,1830.2125636159892,127293.27725773596,1.4495278961708276e-31,0.757306896083867,38817.32119613734,0.000837451407630181
,1.8,1762.3772979544938,136771.75901038252,2.6678900123165595e-30,0.24761528777404998,35194.699765460166,0.0007592963643930977
,1.9,1696.4845187747906,145350.75879575,4.410828945427292e-29,0.07895497466378157,32214.59715520542,0.0006950031301116824
,2.0,1632.4092518279526,153218.19200742902,6.895461740159136e-28,0.024330716690424324,29706.011834687946,0.000640882489039809
"CO:12.0, H2:6.0, CO2:1.0, CH4:1.0",phi,T(K),COe,UHCe,NOXe,CO2e,CO2p
44.54
,0.1,647.1936569069628,3.190376739774579e-14,0.0013093903094835565,0.2411456295081856,26187.806189671126,0.0005879615219953105
,0.2,950.2622938232474,1.3123961227052354e-06,0.002565983724822828,16.246910776089216,51319.674472656305,0.0011522154124978964
,0.3,1215.9391105302147,0.005127029176272506,0.0037729124961586626,176.9260947905684,75458.17613545923,0.0016941665050619495
,0.4,1453.3950557574083,0.6892937664594955,0.004933443098504001,697.4580362675962,98659.60270573256,0.0022150786417991144
,0.5,1667.1630830476745,18.32103845258762,0.006059735802547195,1638.8637540127074,120955.74163947732,0.0027156655060502316
,0.6,1859.3713095271328,196.02770540440707,0.007237361957371799,2824.6374401709627,142229.42968312977,0.0031932965802229404
,0.7,2028.1306425704202,1169.527398579414,0.008834942843081065,3896.4489912956906,161810.44888100825,0.003632924312550702
,0.7999999999999999,2166.041060762395,4499.837593753893,0.011749698613664646,4435.230745536397,177988.8790352846,0.0039961580385111046
,0.8999999999999999,2264.7722363732173,12090.788360868788,0.01707656015487738,4216.39342341194,188635.89247893292,0.00423520189669809
,0.9999999999999999,2322.5095842465785,24737.963658671615,0.02529284634235266,3380.6595033164867,192803.20250642984,0.004328765211190612
,1.0999999999999999,2342.438343601526,41996.966630708856,0.03619400741031119,2287.60615138354,190893.27720927572,0.004285884086422894
,1.2,2329.9170563219654,62639.134781169196,0.04914643548127656,1318.339443721696,184180.80608583023,0.004135177505294797
,1.3,2294.9839754733325,84687.55998256993,0.06307151248951676,683.2433279098705,174825.0297830551,0.0039251241531893825
,1.4,2249.320503779938,106309.88646930161,0.07692643726237196,342.0317112814611,164912.53481563382,0.0037025715046168344
,1.5,2200.3051974266696,126606.86789041037,0.09017405128160061,172.17360995242504,155535.28443337654,0.003492036022303021
,1.5999999999999999,2151.2002974556394,145340.90984812152,0.10265045904841985,88.26987912478977,147048.80056756476,0.003301499788225522
,1.7,2103.2831948673042,162540.1587771069,0.11434520566991417,46.16892822750716,139502.27886773518,0.0031320673297650465
,1.8,2057.0299657690916,178318.17135752065,0.12529912004566182,24.59984517946867,132839.90819355965,0.00298248559033587
,1.9,2012.591486483774,192809.40338082812,0.13556765491718414,13.323994688924433,126974.32667865774,0.002850793145008032
,2.0,1969.9801000042978,206146.4472842146,0.14520799695025355,7.320942338583577,121813.20989310334,0.0027349171507207756
